2.16462E+14	4.65862E-07
2.15927E+14	4.62548E-07
2.15395E+14	4.59273E-07
2.14864E+14	4.56037E-07
2.14337E+14	4.52839E-07
2.13812E+14	4.49679E-07
2.13289E+14	4.46556E-07
2.12770E+14	4.43469E-07
2.12252E+14	4.40418E-07
2.11737E+14	4.37403E-07
2.11225E+14	4.34423E-07
2.10714E+14	4.31477E-07
2.10207E+14	4.28564E-07
2.09701E+14	4.25685E-07
2.09199E+14	4.22839E-07
2.08698E+14	4.20025E-07
2.08200E+14	4.17243E-07
2.07704E+14	4.14493E-07
2.07210E+14	4.11773E-07
2.06719E+14	4.09083E-07
2.06230E+14	4.06424E-07
2.05744E+14	4.03794E-07
2.05259E+14	4.01193E-07
2.04777E+14	3.98621E-07
2.04297E+14	3.96077E-07
2.03819E+14	3.93561E-07
2.03344E+14	3.91072E-07
2.02870E+14	3.88610E-07
2.02399E+14	3.86175E-07
2.01930E+14	3.83767E-07
2.01463E+14	3.81384E-07
2.00998E+14	3.79026E-07
2.00536E+14	3.76694E-07
2.00075E+14	3.74387E-07
1.99617E+14	3.72104E-07
1.99160E+14	3.69845E-07
1.98706E+14	3.67610E-07
1.98253E+14	3.65399E-07
1.97803E+14	3.63210E-07
1.97355E+14	3.61044E-07
1.96908E+14	3.58901E-07
1.96464E+14	3.56780E-07
1.96022E+14	3.54681E-07
1.95581E+14	3.52604E-07
1.95143E+14	3.50547E-07
1.94706E+14	3.48512E-07
1.94272E+14	3.46497E-07
1.93839E+14	3.44503E-07
1.93408E+14	3.42529E-07
1.92979E+14	3.40575E-07
1.92552E+14	3.38640E-07
1.92127E+14	3.36725E-07
1.91704E+14	3.34829E-07
1.91282E+14	3.32952E-07
1.90863E+14	3.31093E-07
1.90445E+14	3.29252E-07
1.90029E+14	3.27430E-07
1.89615E+14	3.25626E-07
1.89202E+14	3.23839E-07
1.88791E+14	3.22069E-07
1.88382E+14	3.20317E-07
1.87975E+14	3.18582E-07
1.87570E+14	3.16863E-07
1.87166E+14	3.15161E-07
1.86764E+14	3.13476E-07
1.86363E+14	3.11806E-07
1.85965E+14	3.10152E-07
1.85568E+14	3.08514E-07
1.85173E+14	3.06891E-07
1.84779E+14	3.05284E-07
1.84387E+14	3.03692E-07
1.83997E+14	3.02115E-07
1.83608E+14	3.00552E-07
1.83221E+14	2.99004E-07
1.82835E+14	2.97470E-07
1.82451E+14	2.95951E-07
1.82069E+14	2.94446E-07
1.81688E+14	2.92954E-07
1.81309E+14	2.91476E-07
1.80932E+14	2.90011E-07
1.80555E+14	2.88560E-07
1.80181E+14	2.87122E-07
1.79808E+14	2.85697E-07
1.79437E+14	2.84285E-07
1.79067E+14	2.82886E-07
1.78698E+14	2.81499E-07
1.78331E+14	2.80125E-07
1.77966E+14	2.78762E-07
1.77602E+14	2.77412E-07
